0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,2.6645352591003757e-15,2.6645352591003757e-15,4.884981308350689e-15,4.440892098500626e-15,3.9968028886505635e-15
0.0,0.0,0.0,3.1086244689504383e-15,3.1086244689504383e-15,3.9968028886505635e-15,3.9968028886505635e-15,7.549516567451064e-15,7.549516567451064e-15,6.661338147750939e-15
0.0,0.0,4.440892098500626e-16,3.9968028886505635e-15,3.9968028886505635e-15,5.329070518200751e-15,5.329070518200751e-15,1.0658141036401503e-14,9.769962616701378e-15,8.881784197001252e-15
0.0,0.0,8.881784197001252e-16,4.884981308350689e-15,4.884981308350689e-15,6.217248937900877e-15,6.217248937900877e-15,1.1102230246251565e-14,9.769962616701378e-15,9.769962616701378e-15
0.0,0.0,1.1102230246251565e-15,5.329070518200751e-15,5.329070518200751e-15,7.549516567451064e-15,7.549516567451064e-15,1.2434497875801753e-14,1.199040866595169e-14,1.199040866595169e-14
0.0,0.0,1.5543122344752192e-15,5.995204332975845e-15,5.995204332975845e-15,8.215650382226158e-15,8.215650382226158e-15,1.3100631690576847e-14,1.3100631690576847e-14,1.3100631690576847e-14
0.0,0.0,1.6653345369377348e-15,6.106226635438361e-15,6.106226635438361e-15,8.548717289613705e-15,8.548717289613705e-15,1.3655743202889425e-14,1.3655743202889425e-14,1.3655743202889425e-14
0.0,0.0,1.7208456881689926e-15,6.161737786669619e-15,6.161737786669619e-15,8.659739592076221e-15,8.659739592076221e-15,1.3877787807814457e-14,1.3877787807814457e-14,1.3877787807814457e-14
0.0,0.0,1.7763568394002505e-15,6.217248937900877e-15,6.217248937900877e-15,8.826273045769994e-15,8.826273045769994e-15,1.3988810110276972e-14,1.4099832412739488e-14,1.4099832412739488e-14
0.0,0.0,1.6930901125533637e-15,6.050715484207103e-15,6.050715484207103e-15,8.770761894538737e-15,8.770761894538737e-15,1.4210854715202004e-14,1.4238610290817633e-14,1.4238610290817633e-14
0.0,0.0,1.6930901125533637e-15,6.050715484207103e-15,6.050715484207103e-15,8.770761894538737e-15,8.770761894538737e-15,1.4210854715202004e-14,1.4238610290817633e-14,1.4238610290817633e-14
0.0,0.0,1.700029006457271e-15,6.0645932720149176e-15,6.0645932720149176e-15,8.770761894538737e-15,8.770761894538737e-15,1.419697692739419e-14,1.4224732503009818e-14,1.4224732503009818e-14
0.0,0.0,1.700029006457271e-15,6.0645932720149176e-15,6.0645932720149176e-15,8.770761894538737e-15,8.770761894538737e-15,1.5085155347094314e-14,1.4224732503009818e-14,1.4224732503009818e-14
0.0,0.0,1.700029006457271e-15,6.0645932720149176e-15,6.0645932720149176e-15,8.777700788442644e-15,8.777700788442644e-15,1.420738526825005e-14,1.4231671396913725e-14,1.4231671396913725e-14
0.0,0.0,1.700029006457271e-15,6.0645932720149176e-15,6.0645932720149176e-15,8.777700788442644e-15,8.777700788442644e-15,1.420738526825005e-14,1.422993667343775e-14,1.422993667343775e-14
0.0,0.0,1.700029006457271e-15,6.0645932720149176e-15,6.0645932720149176e-15,8.775966064966667e-15,8.775966064966667e-15,1.4204783183036085e-14,1.4228201949961772e-14,1.4228201949961772e-14
